id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,matematicasCategoria,comprension_lectoraCategoria,cienciasCategoria,indice_socioeconomicoCategoria,rendimiento_general,rendimiento_general_categoria
2655,4,2,1,0,1,487.49,495.236,461.27,0,1,1,1,-1.2997,Medio,Medio,Medio,Medio,481.33200000000005,Alto
2656,4,2,0,0,1,377.442,363.561,375.1,0,1,0,1,-1.9573,Medio,Medio,Medio,Medio,372.03433333333334,Medio
2657,3,3,1,1,1,313.081,290.645,315.173,0,1,1,3,-1.3234,Bajo,Bajo,Medio,Medio,306.29966666666667,Bajo
2658,3,2,0,0,1,364.004,329.698,356.484,0,1,1,6,-2.0484,Medio,Medio,Medio,Medio,350.06199999999995,Medio
2659,3,3,1,0,0,341.01,445.144,395.237,0,1,1,1,-1.927,Medio,Medio,Medio,Medio,393.797,Medio
2660,4,4,1,1,1,442.062,436.314,402.222,1,1,1,3,0.2338,Medio,Medio,Medio,Alto,426.866,Medio
2661,5,4,1,0,1,506.078,560.255,562.083,1,1,1,3,-0.4821,Alto,Alto,Alto,Medio,542.8053333333334,Alto
2662,4,4,1,0,1,409.058,434.877,461.542,1,1,1,1,-1.233,Medio,Medio,Medio,Medio,435.15899999999993,Medio
2663,4,4,1,1,1,395.901,429.56,399.861,1,1,1,1,-1.0768,Medio,Medio,Medio,Medio,408.4406666666667,Medio
2664,4,4,1,0,1,497.395,528.982,532.539,0,1,1,2,-0.7852,Alto,Alto,Alto,Medio,519.6386666666666,Alto
2665,2,5,1,0,1,423.17,432.246,461.848,1,1,1,4,0.8994,Medio,Medio,Medio,Alto,439.08799999999997,Medio
2666,4,4,0,0,0,379.318,302.739,345.835,1,1,1,0,-1.3544,Medio,Bajo,Medio,Medio,342.6306666666667,Medio
2667,3,3,1,1,1,453.349,441.006,469.554,1,1,1,1,-1.8611,Medio,Medio,Medio,Medio,454.63633333333337,Medio
2668,3,3,1,0,1,330.709,310.342,335.975,0,0,1,1,-2.1893,Bajo,Bajo,Medio,Medio,325.6753333333333,Medio
2669,4,4,1,1,1,440.534,473.736,458.162,0,1,1,3,1.3925,Medio,Medio,Medio,Alto,457.4773333333333,Medio
2670,5,5,1,1,1,490.915,509.577,495.885,1,1,1,6,1.8386,Medio,Alto,Alto,Alto,498.7923333333333,Alto
2671,3,5,0,0,1,562.771,538.162,550.517,0,1,1,0,0.0278,Alto,Alto,Alto,Alto,550.4833333333333,Alto
2672,4,4,0,0,1,534.3,526.456,531.413,0,1,1,1,0.3286,Alto,Alto,Alto,Alto,530.723,Alto
2673,1,2,1,0,1,389.838,358.888,368.292,1,1,1,1,-2.7408,Medio,Medio,Medio,Bajo,372.33933333333334,Medio
2674,3,3,1,0,0,369.73,364.697,417.726,0,1,0,4,-2.7443,Medio,Medio,Medio,Bajo,384.051,Medio
2675,4,3,1,0,1,373.404,365.937,396.022,0,1,0,3,-1.6565,Medio,Medio,Medio,Medio,378.45433333333335,Medio
2676,4,4,1,0,0,232.0,235.171,249.002,1,1,1,1,-2.0789,Bajo,Bajo,Bajo,Medio,238.72433333333333,Bajo
2677,2,4,1,1,1,436.344,491.228,536.313,1,1,1,2,-0.0565,Medio,Medio,Alto,Alto,487.96166666666664,Alto
2678,5,3,0,0,1,489.616,469.461,560.413,0,1,1,1,-1.5077,Medio,Medio,Alto,Medio,506.49666666666667,Alto
2679,5,4,1,1,1,449.009,495.792,398.513,1,1,1,2,-0.1688,Medio,Medio,Medio,Medio,447.7713333333333,Medio
2680,3,1,1,1,1,389.761,427.772,380.758,0,1,0,2,-1.7902,Medio,Medio,Medio,Medio,399.4303333333333,Medio
2681,2,2,1,0,1,468.02,455.886,520.717,1,1,1,1,-2.3948,Medio,Medio,Alto,Bajo,481.541,Alto
2682,3,1,0,0,1,355.803,369.327,377.013,0,1,0,1,-1.9271,Medio,Medio,Medio,Medio,367.38100000000003,Medio
2683,5,2,1,1,1,365.211,407.077,357.808,1,1,1,3,-0.2871,Medio,Medio,Medio,Medio,376.69866666666667,Medio
2684,3,5,1,1,1,489.627,590.385,503.956,0,1,1,2,1.0104,Medio,Alto,Alto,Alto,527.9893333333333,Alto
2685,4,3,0,0,1,374.288,375.907,383.904,1,1,1,2,-0.6056,Medio,Medio,Medio,Medio,378.03299999999996,Medio
2686,3,2,1,0,1,379.386,463.198,386.73,1,1,1,2,-2.0273,Medio,Medio,Medio,Medio,409.77133333333336,Medio
2687,5,5,1,1,1,462.115,481.378,410.164,0,1,0,1,0.4367,Medio,Medio,Medio,Alto,451.219,Medio
2688,3,4,1,1,1,323.332,303.038,318.194,1,1,0,1,-1.027,Bajo,Bajo,Medio,Medio,314.8546666666667,Bajo
2689,3,2,1,0,1,380.264,404.719,397.525,1,1,1,1,-2.1451,Medio,Medio,Medio,Medio,394.16933333333327,Medio
2690,3,2,1,1,1,452.126,489.804,529.346,1,1,1,1,-1.5246,Medio,Medio,Alto,Medio,490.4253333333333,Alto
2691,2,2,0,0,1,343.129,324.87,331.23,0,1,0,1,-1.1356,Medio,Medio,Medio,Medio,333.07633333333337,Medio
2692,3,3,0,1,1,330.42,331.731,313.754,1,1,0,1,-2.0578,Bajo,Medio,Medio,Medio,325.3016666666667,Medio
2693,3,4,1,0,1,320.303,430.734,366.778,1,1,1,2,-0.3776,Bajo,Medio,Medio,Medio,372.605,Medio
2694,3,3,1,0,0,373.733,452.257,404.04,0,1,0,0,-2.927,Medio,Medio,Medio,Bajo,410.01,Medio
2695,3,3,1,0,1,370.03,458.354,403.678,0,1,1,1,-1.9141,Medio,Medio,Medio,Medio,410.6873333333333,Medio
2696,4,4,0,1,1,388.351,423.453,404.579,1,1,1,1,0.6113,Medio,Medio,Medio,Alto,405.461,Medio
2697,4,4,0,0,1,467.034,514.415,469.285,1,1,1,2,-0.9219,Medio,Alto,Medio,Medio,483.578,Alto
2698,2,4,1,0,1,389.649,363.365,439.095,1,1,1,1,-1.2124,Medio,Medio,Medio,Medio,397.36966666666666,Medio
2699,5,5,0,0,1,364.745,324.728,412.585,0,1,1,4,-0.3768,Medio,Medio,Medio,Medio,367.35266666666666,Medio
2700,5,3,0,0,0,355.034,337.544,378.056,0,1,1,2,-2.1723,Medio,Medio,Medio,Medio,356.878,Medio
2701,4,4,1,1,1,453.789,564.057,514.727,1,1,1,3,0.8735,Medio,Alto,Alto,Alto,510.8576666666666,Alto
2702,3,3,0,0,0,384.459,368.657,383.932,0,1,1,3,-1.5445,Medio,Medio,Medio,Medio,379.016,Medio
2703,3,2,1,0,0,502.282,519.166,513.822,0,1,0,3,-2.6231,Alto,Alto,Alto,Bajo,511.75666666666666,Alto
2704,4,4,1,1,1,406.458,389.749,441.226,1,1,1,0,-1.2351,Medio,Medio,Medio,Medio,412.47766666666666,Medio
2705,3,4,1,0,1,358.099,379.712,364.56,1,1,1,1,-1.386,Medio,Medio,Medio,Medio,367.45699999999994,Medio
2706,3,3,1,0,1,371.888,486.847,404.278,0,1,0,0,-1.6055,Medio,Medio,Medio,Medio,421.0043333333333,Medio
2707,3,4,0,0,1,356.835,372.203,327.634,1,1,1,3,-0.9054,Medio,Medio,Medio,Medio,352.224,Medio
2708,5,5,1,0,1,449.648,496.309,466.677,1,1,0,2,0.0964,Medio,Medio,Medio,Alto,470.878,Medio
2709,4,4,0,0,1,301.416,367.579,243.167,1,1,1,2,-0.7345,Bajo,Medio,Bajo,Medio,304.05400000000003,Bajo
2710,1,5,0,0,0,248.807,265.432,224.999,0,1,1,3,0.3152,Bajo,Bajo,Bajo,Alto,246.4126666666667,Bajo
2711,3,4,0,0,1,419.458,415.225,453.18,1,1,1,1,0.1439,Medio,Medio,Medio,Alto,429.28766666666667,Medio
2712,4,4,0,1,0,461.31,509.597,457.835,1,1,1,3,-0.0275,Medio,Alto,Medio,Alto,476.2473333333333,Medio
2713,5,5,1,0,1,357.05,434.507,405.993,1,1,1,4,1.0012,Medio,Medio,Medio,Alto,399.18333333333334,Medio
2714,4,3,1,0,0,394.579,412.087,384.323,1,1,0,1,-1.2555,Medio,Medio,Medio,Medio,396.9963333333333,Medio
2715,3,3,1,0,1,404.209,367.201,395.773,1,1,0,3,-1.4596,Medio,Medio,Medio,Medio,389.061,Medio
2716,4,0,0,0,1,303.339,346.811,406.323,0,1,0,0,-0.1169,Bajo,Medio,Medio,Medio,352.15766666666667,Medio
2717,4,4,0,1,1,602.644,584.589,606.981,1,1,1,2,0.2453,Alto,Alto,Alto,Alto,598.0713333333334,Alto
2718,3,4,1,0,1,351.416,331.263,278.372,0,1,1,2,-1.0911,Medio,Medio,Bajo,Medio,320.3503333333333,Bajo
2719,4,4,1,0,1,292.703,344.926,345.059,1,1,1,1,-0.9931,Bajo,Medio,Medio,Medio,327.56266666666664,Medio
2720,3,4,1,1,1,369.59,458.056,431.171,0,1,1,2,-1.1076,Medio,Medio,Medio,Medio,419.60566666666665,Medio
2721,2,1,0,1,1,379.885,309.227,373.284,1,1,0,1,-2.5984,Medio,Bajo,Medio,Bajo,354.132,Medio
2722,3,3,0,1,1,419.383,407.017,427.577,1,1,1,1,-1.8874,Medio,Medio,Medio,Medio,417.9923333333333,Medio
2723,4,3,1,0,1,294.764,316.45,328.374,1,1,1,1,-1.6121,Bajo,Bajo,Medio,Medio,313.19599999999997,Bajo
2724,4,4,0,0,1,441.826,400.304,416.097,0,1,1,3,-1.3637,Medio,Medio,Medio,Medio,419.40899999999993,Medio
2725,3,2,0,0,1,378.422,382.407,431.097,0,1,0,2,-2.0354,Medio,Medio,Medio,Medio,397.3086666666666,Medio
2726,4,4,1,1,1,530.293,609.694,554.437,1,1,1,3,0.893,Alto,Alto,Alto,Alto,564.808,Alto
2727,4,5,0,1,1,469.802,481.165,510.105,1,1,1,2,0.7729,Medio,Medio,Alto,Alto,487.02400000000006,Alto
2728,5,5,1,1,1,466.664,506.473,471.42,0,1,1,4,0.9901,Medio,Alto,Medio,Alto,481.519,Alto
2729,5,4,0,1,1,474.396,493.112,474.87,0,1,1,2,0.4586,Medio,Medio,Medio,Alto,480.7926666666667,Alto
2730,4,2,1,0,1,392.975,480.782,469.545,0,1,1,2,-1.6847,Medio,Medio,Medio,Medio,447.7673333333334,Medio
2731,3,4,1,1,1,371.787,389.633,368.503,1,1,1,1,-0.6146,Medio,Medio,Medio,Medio,376.641,Medio
2732,4,4,1,1,1,400.25,397.027,407.82,0,1,1,1,0.5339,Medio,Medio,Medio,Alto,401.699,Medio
2733,4,4,0,0,1,340.609,363.783,420.434,1,1,1,1,-1.2487,Medio,Medio,Medio,Medio,374.942,Medio
2734,5,5,1,1,1,454.016,526.922,517.803,1,1,1,3,0.6201,Medio,Alto,Alto,Alto,499.58033333333333,Alto
2735,3,3,1,1,1,340.622,308.972,348.151,1,1,1,1,-1.8153,Medio,Bajo,Medio,Medio,332.5816666666667,Medio
2736,2,4,0,0,1,321.876,363.617,428.429,1,1,0,0,-1.2317,Bajo,Medio,Medio,Medio,371.30733333333336,Medio
2737,4,4,0,1,1,307.814,411.798,319.428,0,1,0,2,-0.4281,Bajo,Medio,Medio,Medio,346.34666666666664,Medio
2738,4,2,1,0,1,356.646,367.163,379.617,0,1,0,1,-0.0585,Medio,Medio,Medio,Alto,367.8086666666666,Medio
2739,4,0,1,0,0,308.003,331.325,321.054,0,1,1,6,-1.3965,Bajo,Medio,Medio,Medio,320.1273333333333,Bajo
2740,1,1,0,0,0,319.929,351.111,285.218,1,1,0,0,-4.3207,Bajo,Medio,Bajo,Bajo,318.7526666666667,Bajo
2741,4,3,0,0,0,342.393,377.066,405.515,1,1,1,1,-1.0025,Medio,Medio,Medio,Medio,374.99133333333333,Medio
2742,3,3,0,0,0,351.27,374.865,447.886,0,1,1,2,-2.3063,Medio,Medio,Medio,Bajo,391.3403333333333,Medio
2743,4,4,0,1,1,486.734,477.889,491.06,1,1,1,1,0.8692,Medio,Medio,Alto,Alto,485.22766666666666,Alto
2744,3,2,0,0,1,334.722,369.14,391.572,1,1,1,2,-2.3199,Medio,Medio,Medio,Bajo,365.14466666666664,Medio
2745,5,3,0,0,1,270.923,254.395,287.279,0,1,1,1,-1.741,Bajo,Bajo,Bajo,Medio,270.86566666666664,Bajo
2746,4,4,0,0,1,511.61,502.697,528.958,1,1,0,1,0.304,Alto,Alto,Alto,Alto,514.4216666666666,Alto
2747,4,5,0,1,1,340.928,306.564,359.417,1,1,1,1,0.3889,Medio,Bajo,Medio,Alto,335.6363333333333,Medio
2748,3,3,0,0,0,274.832,258.63,277.386,0,1,1,1,-1.9503,Bajo,Bajo,Bajo,Medio,270.28266666666667,Bajo
2749,4,4,1,0,1,479.749,478.829,512.177,0,1,0,1,-0.4114,Medio,Medio,Alto,Medio,490.2516666666667,Alto
2750,4,3,1,0,1,439.671,436.9,446.387,0,1,1,1,-0.514,Medio,Medio,Medio,Medio,440.98599999999993,Medio
2751,2,4,1,0,1,401.965,422.01,335.605,1,1,1,1,-1.973,Medio,Medio,Medio,Medio,386.52666666666664,Medio
2752,2,3,1,0,1,474.349,438.358,435.852,0,0,1,2,-2.4819,Medio,Medio,Medio,Bajo,449.51966666666664,Medio
2753,4,3,1,0,1,323.289,418.936,306.216,0,1,0,2,-1.2023,Bajo,Medio,Bajo,Medio,349.48033333333325,Medio
2754,4,4,1,0,1,388.394,436.793,356.566,1,1,1,0,-1.1803,Medio,Medio,Medio,Medio,393.91766666666666,Medio
2755,3,4,0,0,1,345.558,406.978,423.915,0,1,0,1,-1.2198,Medio,Medio,Medio,Medio,392.1503333333333,Medio
2756,2,3,1,0,0,332.913,344.338,353.835,0,1,0,1,-2.5822,Bajo,Medio,Medio,Bajo,343.69533333333334,Medio
2757,1,3,1,1,1,343.111,413.68,383.726,1,1,1,1,-1.515,Medio,Medio,Medio,Medio,380.17233333333326,Medio
2758,3,3,1,1,1,479.8,511.046,439.33,0,1,1,3,-1.2127,Medio,Alto,Medio,Medio,476.7253333333333,Medio
2759,4,4,0,0,1,382.06,398.993,440.435,1,1,1,2,-0.3942,Medio,Medio,Medio,Medio,407.16266666666667,Medio
2760,4,3,1,0,1,385.114,452.915,438.498,0,1,0,3,-0.0405,Medio,Medio,Medio,Alto,425.509,Medio
2761,4,4,1,1,1,436.672,500.126,465.601,0,1,0,3,-0.9407,Medio,Alto,Medio,Medio,467.4663333333333,Medio
2762,4,4,1,0,1,395.236,414.973,389.277,1,1,1,1,-1.0132,Medio,Medio,Medio,Medio,399.8286666666667,Medio
2763,4,5,0,1,1,536.973,490.519,539.922,0,1,1,1,-0.3486,Alto,Medio,Alto,Medio,522.4713333333333,Alto
2764,1,3,1,0,1,316.889,307.3,334.352,1,1,1,1,-2.1874,Bajo,Bajo,Medio,Medio,319.51366666666667,Bajo
2765,3,3,1,0,1,271.691,232.461,302.045,1,0,0,3,-1.8405,Bajo,Bajo,Bajo,Medio,268.7323333333333,Bajo
2766,3,4,1,1,1,379.21,442.788,383.135,1,1,1,2,-0.1414,Medio,Medio,Medio,Medio,401.711,Medio
2767,3,4,1,0,1,367.1,348.687,388.981,0,1,0,3,-0.409,Medio,Medio,Medio,Medio,368.25600000000003,Medio
2768,3,3,1,0,0,201.403,181.175,163.625,1,1,1,0,-2.4959,Bajo,Bajo,Bajo,Bajo,182.06766666666667,Bajo
2769,5,4,1,1,1,441.418,519.249,462.848,1,1,1,3,1.2115,Medio,Alto,Medio,Alto,474.50500000000005,Medio
2770,4,4,1,1,1,325.754,356.317,374.766,0,1,1,1,0.2129,Bajo,Medio,Medio,Alto,352.279,Medio
2771,5,5,1,0,1,365.177,392.11,455.439,1,1,1,4,1.4141,Medio,Medio,Medio,Alto,404.242,Medio
2772,3,4,1,0,1,473.169,510.229,475.598,1,1,1,2,-1.4939,Medio,Alto,Medio,Medio,486.33199999999994,Alto
2773,3,2,1,0,1,399.922,362.326,344.754,1,1,0,1,-1.4815,Medio,Medio,Medio,Medio,369.00066666666663,Medio
2774,4,4,0,0,1,394.267,397.907,415.367,0,1,1,1,-0.8859,Medio,Medio,Medio,Medio,402.51366666666667,Medio
2775,4,5,1,1,1,377.287,500.376,450.611,0,1,1,3,0.6298,Medio,Alto,Medio,Alto,442.758,Medio
2776,3,2,0,0,1,418.09,364.837,459.48,1,1,1,3,0.6514,Medio,Medio,Medio,Alto,414.1356666666666,Medio
2777,4,4,1,0,1,402.545,542.108,459.428,0,1,0,0,-0.3752,Medio,Alto,Medio,Medio,468.02700000000004,Medio
2778,3,3,0,0,1,327.722,302.664,341.487,1,1,1,2,-0.8601,Bajo,Bajo,Medio,Medio,323.9576666666667,Bajo
2779,5,4,1,0,1,453.904,546.831,490.57,0,1,1,3,0.4314,Medio,Alto,Alto,Alto,497.1016666666667,Alto
2780,4,4,1,0,1,522.289,593.888,524.219,1,1,1,2,-0.163,Alto,Alto,Alto,Medio,546.7986666666667,Alto
2781,4,4,0,1,1,436.639,432.943,590.591,1,1,1,1,-0.9192,Medio,Medio,Alto,Medio,486.72433333333333,Alto
2782,4,4,1,0,1,303.508,323.456,348.303,1,1,0,0,0.2695,Bajo,Medio,Medio,Alto,325.089,Medio
2783,4,5,0,1,1,302.715,289.128,323.509,0,1,1,2,-0.7482,Bajo,Bajo,Medio,Medio,305.1173333333333,Bajo
2784,3,4,1,1,1,526.104,504.696,534.068,0,1,0,6,0.5836,Alto,Alto,Alto,Alto,521.6226666666668,Alto
2785,3,4,0,1,1,479.523,382.778,542.165,0,1,1,2,-1.7729,Medio,Medio,Alto,Medio,468.1553333333333,Medio
2786,1,0,1,0,0,355.564,373.218,406.885,0,0,0,1,-3.9445,Medio,Medio,Medio,Bajo,378.55566666666664,Medio
2787,5,5,1,1,1,462.15,525.055,506.482,1,1,1,2,-0.7448,Medio,Alto,Alto,Medio,497.8956666666666,Alto
2788,5,5,0,0,1,522.679,548.751,631.893,0,1,1,1,-0.2162,Alto,Alto,Alto,Medio,567.7743333333333,Alto
2789,3,2,1,0,1,287.497,362.089,381.585,0,1,0,3,-0.9771,Bajo,Medio,Medio,Medio,343.7236666666667,Medio
2790,5,3,0,0,1,389.765,356.145,415.426,0,1,0,0,-1.5839,Medio,Medio,Medio,Medio,387.112,Medio
2791,4,3,0,0,0,400.047,510.78,453.522,1,1,0,0,-1.2742,Medio,Alto,Medio,Medio,454.78299999999996,Medio
2792,1,3,1,0,1,380.03,471.853,491.781,1,1,1,0,-2.0839,Medio,Medio,Alto,Medio,447.888,Medio
2793,5,5,0,0,1,556.283,612.462,587.436,0,1,1,4,0.6435,Alto,Alto,Alto,Alto,585.3936666666667,Alto
2794,5,5,1,0,1,368.283,460.651,416.548,0,1,1,2,-0.4883,Medio,Medio,Medio,Medio,415.16066666666666,Medio
2795,3,4,1,0,1,448.271,486.203,412.179,1,1,1,0,-1.3339,Medio,Medio,Medio,Medio,448.88433333333325,Medio
2796,4,5,0,1,1,351.38,376.177,299.546,1,1,1,1,0.7378,Medio,Medio,Bajo,Alto,342.3676666666667,Medio
2797,3,3,1,1,1,431.894,519.876,479.43,0,1,1,2,-1.7523,Medio,Alto,Medio,Medio,477.06666666666666,Medio
2798,4,4,0,1,1,250.449,349.503,325.446,1,1,1,1,0.5333,Bajo,Medio,Medio,Alto,308.466,Bajo
2799,4,3,0,0,1,375.815,379.851,419.213,0,1,1,3,-0.6482,Medio,Medio,Medio,Medio,391.6263333333333,Medio
2800,4,4,1,1,1,418.304,433.379,397.497,0,1,1,1,-1.3109,Medio,Medio,Medio,Medio,416.3933333333334,Medio
2801,4,3,0,0,1,334.674,303.29,372.016,0,1,1,0,0.5828,Medio,Bajo,Medio,Alto,336.66,Medio
2802,5,5,0,1,1,456.021,457.931,446.983,1,1,1,3,0.8521,Medio,Medio,Medio,Alto,453.645,Medio
2803,3,5,0,1,1,482.246,486.746,504.355,0,1,1,3,0.815,Medio,Medio,Alto,Alto,491.11566666666664,Alto
2804,4,4,1,1,1,352.074,453.819,370.562,1,1,1,2,0.4932,Medio,Medio,Medio,Alto,392.15166666666664,Medio
2805,4,4,0,0,0,519.778,512.33,536.933,0,1,1,2,-0.7523,Alto,Alto,Alto,Medio,523.0136666666667,Alto
2806,4,5,0,0,1,445.254,455.418,511.88,0,1,1,1,0.3401,Medio,Medio,Alto,Alto,470.8506666666667,Medio
2807,3,3,1,0,1,463.24,493.914,491.329,0,1,0,0,-2.3993,Medio,Medio,Alto,Bajo,482.82766666666663,Alto
2808,4,3,1,0,1,518.332,580.599,521.777,1,1,1,3,1.006,Alto,Alto,Alto,Alto,540.236,Alto
2809,4,3,1,1,1,439.317,480.363,410.271,0,1,0,1,-1.167,Medio,Medio,Medio,Medio,443.317,Medio
2810,2,1,1,0,1,367.908,375.257,392.345,0,1,0,3,-1.3987,Medio,Medio,Medio,Medio,378.50333333333333,Medio
2811,4,3,0,0,1,373.583,344.539,347.952,1,1,1,3,-0.9961,Medio,Medio,Medio,Medio,355.358,Medio
2812,2,3,0,0,1,454.315,512.923,458.746,1,1,0,1,-2.3034,Medio,Alto,Medio,Bajo,475.328,Medio
2813,5,5,0,0,1,320.15,325.069,370.064,0,1,0,3,-1.7877,Bajo,Medio,Medio,Medio,338.4276666666667,Medio
2814,4,4,1,0,1,509.139,556.736,538.659,0,1,1,4,0.9786,Alto,Alto,Alto,Alto,534.8446666666667,Alto
2815,1,2,1,0,0,302.094,362.873,314.3,0,1,0,1,-3.2997,Bajo,Medio,Medio,Bajo,326.42233333333337,Medio
2816,4,4,0,0,1,376.329,459.464,366.291,0,1,0,1,-0.9518,Medio,Medio,Medio,Medio,400.6946666666667,Medio
2817,4,5,1,0,1,359.36,346.905,374.707,0,1,0,1,-0.5226,Medio,Medio,Medio,Medio,360.324,Medio
2818,5,4,1,0,1,471.271,510.803,480.711,1,1,1,6,0.5639,Medio,Alto,Medio,Alto,487.595,Alto
2819,5,5,1,0,1,506.073,543.312,511.731,1,1,1,2,0.6213,Alto,Alto,Alto,Alto,520.372,Alto
2820,5,4,1,0,1,409.367,396.761,448.277,0,1,0,1,-0.2332,Medio,Medio,Medio,Medio,418.135,Medio
2821,3,5,1,0,1,581.268,605.548,610.521,1,1,1,2,-0.3942,Alto,Alto,Alto,Medio,599.1123333333334,Alto
2822,1,2,0,1,0,336.129,367.788,351.166,1,1,1,0,-0.0695,Medio,Medio,Medio,Alto,351.69433333333336,Medio
2823,4,3,1,0,1,345.52,423.345,359.205,0,1,0,0,-1.7003,Medio,Medio,Medio,Medio,376.0233333333333,Medio
2824,4,4,0,0,1,423.919,538.433,510.178,0,1,1,2,0.4123,Medio,Alto,Alto,Alto,490.8433333333333,Alto
2825,4,4,0,1,1,504.325,497.423,555.746,1,1,1,1,-0.6153,Alto,Alto,Alto,Medio,519.1646666666667,Alto
2826,3,1,1,0,0,328.632,331.089,377.736,0,1,0,1,-3.2481,Bajo,Medio,Medio,Bajo,345.81899999999996,Medio
2827,5,5,0,0,1,543.273,585.663,579.477,1,1,1,1,0.3994,Alto,Alto,Alto,Alto,569.471,Alto
2828,4,4,1,0,1,417.13,557.768,490.392,0,1,1,1,0.8131,Medio,Alto,Alto,Alto,488.43,Alto
2829,4,4,0,0,1,260.09,315.426,281.823,1,1,1,1,-1.4246,Bajo,Bajo,Bajo,Medio,285.7796666666666,Bajo
2830,4,4,0,1,1,270.747,366.535,312.275,1,1,0,0,-0.2428,Bajo,Medio,Medio,Medio,316.519,Bajo
2831,4,4,0,0,1,292.378,279.397,329.444,0,1,0,1,-0.5751,Bajo,Bajo,Medio,Medio,300.40633333333335,Bajo
2832,3,4,0,0,1,352.924,346.987,414.567,0,1,1,1,-1.3137,Medio,Medio,Medio,Medio,371.4926666666667,Medio
2833,2,3,1,0,0,403.463,447.689,365.171,0,1,0,3,-1.0787,Medio,Medio,Medio,Medio,405.44100000000003,Medio
2834,3,5,0,0,1,460.459,451.737,477.52,0,1,0,3,-0.0388,Medio,Medio,Medio,Alto,463.23866666666663,Medio
2835,3,1,1,0,1,327.415,341.568,359.829,0,1,0,1,-2.5184,Bajo,Medio,Medio,Bajo,342.9373333333333,Medio
2836,4,4,0,1,1,495.173,467.2,422.116,1,1,1,3,-0.7291,Alto,Medio,Medio,Medio,461.4963333333333,Medio
2837,4,2,1,0,1,300.593,374.778,384.575,0,1,0,3,-1.477,Bajo,Medio,Medio,Medio,353.3153333333334,Medio
2838,5,4,1,0,1,362.187,385.731,435.361,0,1,0,2,-0.672,Medio,Medio,Medio,Medio,394.42633333333333,Medio
2839,3,4,0,0,0,372.318,302.719,323.06,1,1,0,1,-0.6624,Medio,Bajo,Medio,Medio,332.699,Medio
2840,4,4,0,1,1,489.562,506.753,469.239,0,1,1,0,-0.4964,Medio,Alto,Medio,Medio,488.51800000000003,Alto
2841,4,3,1,1,1,364.272,342.235,374.395,1,1,1,4,-0.5323,Medio,Medio,Medio,Medio,360.3006666666667,Medio
2842,4,4,0,0,1,430.309,438.825,506.763,0,1,1,2,-0.7389,Medio,Medio,Alto,Medio,458.6323333333333,Medio
2843,4,4,0,1,1,451.058,483.787,440.612,1,1,1,2,-0.8196,Medio,Medio,Medio,Medio,458.4856666666667,Medio
2844,5,3,0,0,0,365.409,411.781,398.403,1,1,1,2,0.186,Medio,Medio,Medio,Alto,391.8643333333334,Medio
2845,4,4,1,0,1,338.402,372.022,356.624,0,1,1,3,-0.4913,Medio,Medio,Medio,Medio,355.68266666666665,Medio
2846,3,3,1,0,1,402.471,430.018,410.86,0,1,1,0,-2.5925,Medio,Medio,Medio,Bajo,414.4496666666667,Medio
2847,3,5,0,0,1,363.742,349.759,385.497,1,1,1,3,-0.7099,Medio,Medio,Medio,Medio,366.3326666666667,Medio
2848,4,4,0,0,1,326.72,311.356,348.787,1,1,1,2,-0.6605,Bajo,Bajo,Medio,Medio,328.95433333333335,Medio
2849,2,4,0,0,0,342.617,344.234,309.859,1,1,0,1,-1.9063,Medio,Medio,Medio,Medio,332.2366666666667,Medio
2850,3,3,0,0,1,526.255,477.577,523.441,0,1,1,3,-1.7567,Alto,Medio,Alto,Medio,509.09100000000007,Alto
2851,4,4,1,0,1,396.26,462.132,431.392,0,1,1,2,-1.1924,Medio,Medio,Medio,Medio,429.92800000000005,Medio
2852,3,4,1,0,1,326.555,270.847,279.559,1,1,1,0,0.2348,Bajo,Bajo,Bajo,Alto,292.32033333333334,Bajo
2853,4,4,0,1,1,541.817,550.456,544.953,1,1,1,3,0.9515,Alto,Alto,Alto,Alto,545.7420000000001,Alto
2854,5,3,0,1,1,360.823,420.507,373.169,0,1,1,1,0.1858,Medio,Medio,Medio,Alto,384.8329999999999,Medio
2855,3,4,1,0,0,363.006,410.584,463.939,0,1,0,3,-1.6122,Medio,Medio,Medio,Medio,412.50966666666665,Medio
2856,5,5,1,0,1,344.8,411.424,354.462,0,1,1,1,0.8485,Medio,Medio,Medio,Alto,370.22866666666664,Medio
2857,3,1,1,0,1,408.747,409.05,399.525,1,1,1,2,-1.8079,Medio,Medio,Medio,Medio,405.77400000000006,Medio
2858,4,5,0,1,1,414.058,456.883,406.821,1,1,0,0,0.1285,Medio,Medio,Medio,Alto,425.9206666666667,Medio
2859,3,2,1,0,1,306.83,344.549,326.182,0,1,0,0,-2.1582,Bajo,Medio,Medio,Medio,325.85366666666664,Medio
2860,3,3,1,0,1,374.246,452.426,414.047,1,1,1,0,-0.9332,Medio,Medio,Medio,Medio,413.57300000000004,Medio
2861,3,5,1,0,1,457.143,419.014,428.624,1,1,1,1,0.2885,Medio,Medio,Medio,Alto,434.92699999999996,Medio
2862,4,5,0,0,1,361.022,373.591,362.879,1,1,1,0,-0.232,Medio,Medio,Medio,Medio,365.83066666666673,Medio
