id_alumno,educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico
3566,bachillerato,bachillerato,0,0,1,438.093,484.185,467.051,0,1,1,1,-0.1938
3567,bachillerato,primaria,0,0,1,451.386,487.175,420.304,0,1,0,2,-1.3854
3568,bachillerato,bachillerato tecnico,0,1,1,404.344,421.435,392.694,1,1,0,0,0.4189
3569,bachillerato,primaria,0,0,1,432.294,500.242,425.229,0,1,0,3,0.0875
3570,bachillerato,bachillerato,0,0,1,450.977,423.484,548.336,0,1,1,1,-0.8769
3571,secundaria,secundaria,1,0,0,404.268,442.519,457.039,1,1,0,1,-2.2864
3572,secundaria,secundaria,1,1,1,289.519,321.34,327.739,1,1,0,0,-2.0253
3573,bachillerato,bachillerato,1,0,1,353.106,396.556,398.215,0,1,1,3,-1.2701
3574,bachillerato,bachillerato,0,0,1,489.255,492.618,451.038,1,1,0,1,-1.3971
3575,bachillerato,bachillerato,1,1,1,406.984,489.172,477.165,1,1,1,3,-0.2275
3576,bachillerato,secundaria,1,0,1,341.45,420.007,345.415,1,1,1,2,-0.2165
3577,secundaria,bachillerato tecnico,0,0,1,433.314,361.651,439.335,0,1,0,1,-1.4384
3578,bachillerato tecnico,bachillerato tecnico,0,0,1,359.3,285.696,401.203,1,1,1,1,0.2593
3579,bachillerato tecnico,bachillerato tecnico,0,0,1,504.867,559.62,536.943,1,1,1,1,0.1324
3580,bachillerato tecnico,bachillerato,0,0,0,355.668,363.803,386.005,1,1,1,1,-0.45
3581,primaria,primaria,1,0,1,308.934,323.945,327.316,1,1,0,2,-2.6209
3582,bachillerato,bachillerato,0,0,1,408.964,412.305,418.545,1,1,1,1,-0.8258
3583,bachillerato,secundaria,0,0,0,415.906,388.575,378.056,0,0,0,0,-1.753
3584,primaria,bachillerato,0,0,1,316.803,355.11,390.72,0,1,1,2,-0.887
3585,primaria,bachillerato,0,0,1,356.335,376.06,368.003,0,1,1,0,-1.2393
3586,bachillerato,bachillerato tecnico,1,0,1,473.966,485.538,481.322,1,1,1,3,0.8676
3587,secundaria,secundaria,0,0,1,383.968,434.727,472.265,1,1,0,2,-1.8484
3588,secundaria,bachillerato,0,0,0,363.817,450.698,394.158,1,1,0,1,-0.5415
3589,bachillerato tecnico,bachillerato tecnico,0,1,1,320.811,347.429,412.367,0,1,1,6,-0.5463
3590,bachillerato,bachillerato,1,0,1,352.277,447.366,371.987,0,1,1,1,-1.2651
3591,secundaria,secundaria,1,0,0,435.272,461.712,456.804,0,1,0,0,-2.0499
3592,primaria,bachillerato,1,0,0,354.653,340.498,410.139,1,1,1,1,-0.5583
3593,bachillerato,secundaria,0,0,1,430.295,420.682,398.928,1,1,1,1,-1.0263
3594,bachillerato,bachillerato tecnico,0,1,1,535.128,564.917,530.394,1,1,1,4,1.3209
3595,secundaria,bachillerato,1,0,0,433.986,434.411,415.382,0,1,0,2,-0.46
3596,bachillerato,bachillerato tecnico,0,0,1,458.523,536.573,431.34,0,1,1,3,0.7385
3597,bachillerato,bachillerato,1,0,1,346.536,390.958,397.482,0,1,1,3,0.3395
3598,bachillerato tecnico,bachillerato,0,1,1,391.824,351.289,367.894,1,1,1,1,1.2087
3599,bachillerato,bachillerato tecnico,0,0,1,387.211,421.511,409.594,1,1,1,1,0.0721
3600,bachillerato,bachillerato,0,0,1,490.479,473.663,478.549,1,1,1,3,-0.7262
3601,menos que primaria,sin informacion,0,0,0,303.882,394.945,412.268,0,0,0,0,-3.7417
3602,bachillerato,bachillerato tecnico,1,1,1,501.846,542.28,533.488,1,1,1,3,1.2071
3603,bachillerato tecnico,bachillerato tecnico,1,1,1,438.046,440.34,443.526,1,1,1,3,0.5881
3604,sin informacion,sin informacion,0,0,1,239.202,242.439,316.222,1,1,1,1,-0.99105
3605,bachillerato,bachillerato,0,0,1,484.099,523.336,479.561,1,1,1,6,1.2034
3606,bachillerato,bachillerato tecnico,0,1,1,378.085,456.651,362.329,0,1,1,2,-0.4175
3607,bachillerato tecnico,bachillerato tecnico,0,0,0,374.863,368.517,500.898,1,1,1,1,-0.9137
3608,secundaria,secundaria,1,0,1,269.132,349.484,289.562,0,1,1,1,-1.0514
3609,bachillerato,bachillerato,1,0,1,304.171,271.998,265.34,1,1,0,0,-1.7347
3610,bachillerato tecnico,secundaria,0,0,1,427.316,399.571,456.265,1,1,1,1,-0.5871
3611,primaria,bachillerato,1,0,1,383.132,446.687,399.78,1,1,1,2,-0.6998
3612,secundaria,secundaria,0,1,0,285.296,315.045,292.99,1,1,1,0,-1.5525
3613,bachillerato,bachillerato,1,0,1,425.035,452.95,492.716,1,1,1,1,0.2685
3614,primaria,secundaria,0,0,1,355.802,405.275,387.417,1,1,0,1,-1.1382
3615,bachillerato tecnico,bachillerato,0,1,1,425.799,436.152,427.4,1,1,1,3,0.9312
3616,secundaria,bachillerato,0,0,1,383.612,403.491,365.511,1,1,0,3,-1.5567
3617,secundaria,secundaria,1,0,1,427.563,490.625,455.08,0,1,1,1,-2.3271
3618,bachillerato,bachillerato tecnico,1,1,1,411.916,444.511,410.853,1,1,1,1,0.8362
3619,bachillerato,bachillerato,0,1,1,450.381,462.891,479.67,0,1,1,4,0.8061
3620,secundaria,secundaria,1,0,1,434.433,452.105,401.643,0,1,0,2,-1.6106
3621,bachillerato,bachillerato,1,1,1,416.035,478.861,410.99,1,1,1,2,1.0711
3622,bachillerato,secundaria,0,0,1,363.877,318.097,357.154,1,1,1,1,-1.3482
3623,bachillerato tecnico,bachillerato,1,1,1,343.244,309.627,384.924,1,1,1,3,0.8473
3624,secundaria,secundaria,1,1,0,398.838,435.609,407.774,0,1,1,1,-1.8174
3625,bachillerato tecnico,bachillerato,1,1,1,384.69,431.631,432.586,1,1,1,2,0.0732
3626,bachillerato,bachillerato,0,1,1,487.165,500.518,469.426,1,1,1,1,-1.1221
3627,bachillerato,bachillerato,1,1,1,381.799,398.047,404.423,1,1,1,2,-1.1876
3628,bachillerato,bachillerato,1,1,1,376.604,460.013,363.986,0,1,0,0,-0.6622
3629,primaria,secundaria,0,0,0,291.044,337.098,295.372,0,1,0,1,-1.5955
3630,bachillerato,bachillerato,0,0,0,516.357,474.591,519.529,1,1,1,2,-1.0809
3631,secundaria,primaria,0,0,1,393.538,408.051,326.723,1,1,1,1,-0.5542
3632,bachillerato,bachillerato,1,0,1,358.191,423.572,384.896,1,1,0,0,-1.8954
3633,bachillerato tecnico,bachillerato tecnico,1,0,1,450.432,481.517,464.874,1,1,0,1,0.1819
3634,bachillerato tecnico,secundaria,1,1,1,333.174,402.579,343.816,1,1,1,3,-0.8184
3635,secundaria,secundaria,1,0,1,348.171,424.174,390.751,0,1,0,0,-2.7921
3636,secundaria,bachillerato tecnico,0,1,1,333.706,380.011,260.501,1,1,1,1,0.2272
3637,bachillerato tecnico,bachillerato,0,0,1,371.108,390.038,384.051,1,0,1,1,-0.4135
3638,bachillerato,bachillerato tecnico,0,1,1,573.061,611.922,587.164,1,1,1,4,0.6972
3639,bachillerato,bachillerato,1,1,1,614.263,599.454,626.45,1,1,1,2,0.6846
3640,bachillerato,bachillerato,0,0,1,398.174,408.712,413.262,1,1,1,3,-0.0213
3641,secundaria,primaria,1,0,1,302.802,416.04,302.971,1,1,0,2,-1.7419
3642,bachillerato,bachillerato tecnico,0,0,0,177.867,170.821,234.628,1,1,0,0,-1.3016
3643,bachillerato,secundaria,0,1,1,378.062,456.296,379.163,1,1,1,4,-0.9036
3644,bachillerato tecnico,menos que primaria,1,0,1,417.667,485.898,509.146,0,1,0,3,-0.6488
3645,secundaria,bachillerato,0,0,1,375.64,371.374,351.773,1,1,0,3,-1.6677
3646,bachillerato tecnico,bachillerato,1,1,1,461.07,532.58,550.32,1,1,1,3,0.3346
3647,secundaria,secundaria,1,0,1,402.805,478.028,450.414,0,1,1,1,-2.2513
3648,primaria,secundaria,0,0,1,383.722,381.718,375.488,1,1,1,2,-1.9203
3649,sin informacion,bachillerato,1,0,0,300.368,329.928,245.573,1,1,1,1,-2.2205
3650,secundaria,secundaria,1,1,1,482.208,553.936,470.619,1,1,1,6,-0.8351
3651,secundaria,secundaria,0,0,1,376.112,297.411,348.853,0,1,0,0,-1.7999
3652,bachillerato tecnico,bachillerato,0,0,1,478.426,479.991,479.662,0,1,1,1,-0.7393
3653,bachillerato tecnico,bachillerato tecnico,0,0,1,326.824,386.738,340.774,0,1,1,3,0.2397
3654,bachillerato,bachillerato tecnico,1,0,1,377.988,442.323,409.086,1,1,1,1,-0.6384
3655,bachillerato,bachillerato,1,1,1,338.034,371.75,310.758,1,1,1,1,-1.1356
3656,primaria,secundaria,1,0,1,389.472,412.476,329.824,0,1,0,1,-1.6565
3657,bachillerato,bachillerato,0,1,1,445.741,440.71,455.76,1,1,1,4,1.2102
3658,bachillerato tecnico,bachillerato,0,1,1,455.809,447.069,426.169,1,1,1,2,0.9538
3659,secundaria,bachillerato tecnico,1,1,1,441.517,456.432,508.952,0,1,1,1,-1.3195
3660,bachillerato,secundaria,1,0,1,368.885,426.457,383.922,1,1,0,1,-0.1033
3661,bachillerato,bachillerato,0,1,1,463.407,463.699,458.832,0,1,1,1,0.4535
3662,bachillerato,secundaria,0,0,1,399.049,423.748,481.192,0,1,1,2,-1.643
3663,bachillerato tecnico,bachillerato,1,1,1,301.888,281.836,358.99,1,1,1,1,-0.1858
3664,secundaria,bachillerato,0,1,1,520.65,510.174,538.189,1,1,1,2,-0.9236
3665,secundaria,sin informacion,1,0,1,366.406,465.16,338.981,0,1,0,0,-2.4466
3666,bachillerato,secundaria,0,1,1,272.827,291.431,322.491,1,1,1,2,0.2392
3667,secundaria,secundaria,0,0,1,328.81,342.626,346.943,1,1,1,0,-1.5918
3668,bachillerato,primaria,1,0,0,353.053,448.204,351.216,0,1,0,0,-2.0116
3669,secundaria,primaria,1,0,1,270.809,307.58,353.8,0,1,1,1,-1.9571
3670,bachillerato tecnico,bachillerato tecnico,0,1,1,462.283,460.874,506.24,0,1,0,2,-0.6656
3671,bachillerato,sin informacion,1,0,1,498.1,479.908,479.12,0,1,1,1,0.5697
3672,bachillerato,bachillerato tecnico,1,0,1,353.694,438.77,349.992,1,1,1,1,0.2989
3673,secundaria,bachillerato,1,0,1,318.922,377.109,297.8,1,1,1,2,-0.8386
3674,secundaria,bachillerato,0,1,1,465.656,470.836,472.601,1,1,1,4,0.1185
3675,bachillerato,bachillerato,1,1,1,469.686,543.598,493.261,0,1,1,4,0.9374
3676,secundaria,bachillerato,1,0,1,373.557,431.651,397.665,0,1,0,1,-0.2459
3677,secundaria,secundaria,1,0,0,341.252,406.446,427.536,0,1,0,2,-2.7446
3678,bachillerato tecnico,bachillerato,0,1,1,336.65,362.216,396.241,1,1,1,2,1.0001
3679,secundaria,secundaria,0,0,1,414.393,454.708,445.108,0,1,0,0,-2.3571
3680,secundaria,bachillerato,0,0,1,339.718,279.701,340.317,1,1,1,0,-1.5314
3681,secundaria,sin informacion,1,0,1,452.48,489.252,547.402,0,1,0,1,-1.9711
3682,bachillerato,secundaria,1,1,1,375.436,371.979,388.224,0,1,1,2,-1.1853
3683,bachillerato,bachillerato,0,0,1,473.462,436.593,481.218,1,1,1,1,-0.4731
3684,primaria,bachillerato,0,0,1,415.268,435.651,436.433,1,1,1,1,-0.0282
3685,secundaria,menos que primaria,0,1,1,344.766,300.872,330.712,0,1,0,2,-2.0655
3686,bachillerato,bachillerato,1,1,1,408.706,553.977,434.694,1,1,0,3,1.1234
3687,secundaria,bachillerato,0,0,0,335.25,330.139,314.681,1,1,0,1,-1.8808
3688,bachillerato tecnico,bachillerato,1,0,1,371.703,411.146,476.564,0,1,1,2,-1.1535
3689,secundaria,bachillerato,0,1,1,403.675,426.11,448.221,0,1,1,0,-0.4472
3690,bachillerato,bachillerato tecnico,1,1,1,323.757,380.968,392.242,1,1,1,2,1.0921
3691,bachillerato,bachillerato,0,0,1,358.907,319.529,365.42,1,1,1,0,-0.623
3692,bachillerato tecnico,bachillerato tecnico,1,0,1,390.898,438.002,449.686,1,1,1,2,0.4542
3693,secundaria,secundaria,0,0,0,401.519,381.71,355.262,1,1,0,0,-2.6469
3694,bachillerato,secundaria,0,1,1,405.433,453.031,403.597,0,1,1,2,-0.4488
3695,bachillerato,secundaria,0,0,1,344.014,370.387,374.954,1,1,1,1,-0.7617
3696,bachillerato,bachillerato,1,0,0,277.948,279.941,232.455,1,1,0,1,-0.5875
3697,secundaria,menos que primaria,0,1,1,297.928,340.475,291.089,1,1,1,2,0.0662
3698,secundaria,bachillerato,0,0,1,460.641,434.479,467.08,0,1,1,1,-0.6724
3699,secundaria,bachillerato,1,1,1,458.916,442.227,464.752,0,1,1,0,-0.2816
3700,bachillerato tecnico,bachillerato tecnico,0,0,1,522.426,564.602,517.675,0,1,1,4,0.8036
3701,bachillerato,bachillerato tecnico,1,1,1,528.689,535.336,487.331,1,1,1,3,1.4753
3702,secundaria,secundaria,0,1,1,489.145,553.772,501.921,1,1,1,1,-2.0272
3703,secundaria,primaria,0,0,1,397.297,360.171,431.991,1,1,0,1,-2.2537
3704,bachillerato,bachillerato tecnico,1,0,1,313.706,355.362,353.99,1,1,1,2,0.0692
3705,bachillerato,menos que primaria,0,0,0,336.91,388.611,386.269,0,1,0,0,-2.1773
3706,bachillerato,bachillerato tecnico,0,1,1,570.691,626.746,581.74,1,1,1,1,-0.1137
3707,bachillerato tecnico,bachillerato tecnico,1,1,1,349.124,430.589,443.377,1,1,1,3,1.1431
3708,secundaria,secundaria,1,1,1,514.513,519.074,501.271,1,1,1,2,-0.4298
3709,bachillerato,secundaria,0,0,1,411.358,384.235,404.979,1,1,1,0,-0.7719
3710,secundaria,primaria,0,0,1,479.577,495.361,513.311,0,1,0,1,-1.5219
3711,secundaria,bachillerato,1,0,1,338.306,442.797,355.297,0,1,1,0,-0.7315
3712,bachillerato,bachillerato,1,0,1,383.032,384.313,367.17,0,1,1,0,-1.479
3713,bachillerato,bachillerato tecnico,0,0,1,477.94,478.593,502.945,1,1,1,3,0.3282
3714,secundaria,secundaria,0,0,0,351.685,420.724,423.949,1,1,1,1,-2.364
3715,bachillerato tecnico,bachillerato tecnico,0,1,1,542.27,605.069,548.938,0,1,1,4,1.1787
3716,bachillerato,bachillerato,0,0,1,369.687,447.27,416.616,0,1,1,0,-1.3812
3717,secundaria,primaria,0,0,1,391.175,333.423,396.185,0,1,1,0,-1.9537
3718,primaria,primaria,0,0,0,393.431,381.42,363.086,0,1,0,0,-3.3231
3719,secundaria,secundaria,1,0,1,383.61,366.368,351.049,1,1,0,2,-1.3808
3720,bachillerato,secundaria,0,1,1,327.441,332.303,311.204,0,1,1,1,-1.2166
3721,secundaria,bachillerato tecnico,0,0,1,457.843,556.523,518.768,1,1,1,1,-0.6158
3722,bachillerato,bachillerato,1,0,0,363.818,254.59,318.764,0,1,0,1,-2.2069
3723,bachillerato tecnico,bachillerato tecnico,1,0,1,323.945,379.16,342.556,1,1,1,3,-0.2665
3724,secundaria,primaria,1,0,1,423.475,468.127,441.264,0,1,0,2,-2.9286
3725,primaria,primaria,1,0,0,335.321,256.509,386.776,1,1,1,4,-2.2588
3726,bachillerato,bachillerato tecnico,0,0,1,368.771,373.909,387.637,1,1,1,0,-0.977
3727,bachillerato,bachillerato tecnico,0,1,0,431.038,482.405,476.781,1,1,1,1,0.3861
3728,bachillerato,bachillerato,1,1,1,411.688,376.763,443.82,0,1,1,2,0.5871
3729,bachillerato,bachillerato,1,1,1,433.455,476.945,424.361,0,1,0,2,-1.7033
3730,bachillerato tecnico,bachillerato tecnico,0,1,1,453.981,473.902,500.406,1,1,1,2,0.8272
3731,secundaria,menos que primaria,1,0,1,342.85,353.204,321.582,0,1,0,3,-0.89
3732,bachillerato,bachillerato tecnico,0,0,1,380.718,360.45,377.367,1,1,1,3,0.2329
3733,primaria,bachillerato tecnico,0,0,1,351.697,411.602,378.663,0,1,1,2,-0.512
3734,bachillerato,bachillerato tecnico,1,1,1,385.112,384.769,467.177,1,1,1,1,0.8629
3735,bachillerato,bachillerato tecnico,0,1,1,296.379,333.862,312.604,1,1,0,4,1.0327
3736,secundaria,bachillerato,0,0,1,475.128,555.119,459.177,0,1,1,2,-1.0738
3737,bachillerato,bachillerato,1,0,1,389.104,471.912,417.494,0,1,1,3,-0.8033
3738,primaria,secundaria,1,0,1,408.88,438.166,427.532,0,1,0,0,-1.9891
3739,secundaria,bachillerato,1,0,1,373.93,389.87,350.865,0,1,0,3,-0.7584
3740,bachillerato,menos que primaria,0,1,1,319.089,322.83,359.306,1,1,1,1,-0.7465
3741,bachillerato tecnico,secundaria,1,0,1,512.676,616.674,517.354,0,1,0,4,0.4953
3742,primaria,primaria,1,0,1,384.306,459.861,412.646,0,1,0,2,-2.7867
3743,secundaria,primaria,0,0,0,325.757,258.498,370.554,0,0,0,2,-2.715
3744,bachillerato,bachillerato,0,0,1,331.628,367.816,360.174,0,1,1,1,-1.692
3745,primaria,primaria,0,0,1,478.29,474.2,480.876,1,1,1,1,-2.0626
3746,bachillerato,bachillerato,0,0,1,355.926,393.453,362.004,1,1,1,3,0.3581
3747,bachillerato,secundaria,0,0,1,429.785,495.77,470.519,1,1,1,1,0.2093
3748,bachillerato tecnico,secundaria,1,1,0,337.667,361.261,385.69,1,1,0,3,0.0883
3749,menos que primaria,primaria,1,0,1,347.472,365.199,372.071,0,1,0,1,-3.2597
3750,bachillerato tecnico,bachillerato tecnico,0,1,1,498.133,510.478,509.652,0,1,1,3,0.9339
3751,secundaria,secundaria,1,1,1,428.231,432.174,405.177,1,1,1,3,-1.6804
3752,bachillerato,primaria,1,1,1,398.447,421.962,429.424,1,1,1,2,-0.8771
3753,bachillerato tecnico,primaria,0,0,1,306.346,294.442,382.436,0,1,0,1,-2.1251
3754,primaria,bachillerato,1,1,1,332.854,285.223,250.618,1,1,1,2,-0.4163
3755,bachillerato,bachillerato,1,0,1,393.958,414.512,388.054,0,1,1,1,0.364
3756,bachillerato,menos que primaria,1,0,0,295.808,280.246,282.856,1,1,1,2,-1.1647
3757,bachillerato,secundaria,1,0,0,323.812,363.395,283.318,1,1,1,1,-1.7253
3758,bachillerato,bachillerato,0,0,1,395.755,322.311,376.082,1,1,1,1,-1.3124
3759,bachillerato,secundaria,0,0,1,419.306,485.832,485.561,1,1,1,2,-0.703
3760,secundaria,secundaria,0,0,1,338.992,344.359,394.526,0,1,1,2,-1.8083
3761,bachillerato tecnico,bachillerato tecnico,0,1,1,380.639,443.785,387.372,1,1,1,2,1.0662
3762,bachillerato,secundaria,1,1,1,405.053,435.552,401.211,1,1,0,3,0.6464
3763,secundaria,secundaria,0,0,1,359.945,352.647,370.034,0,1,0,2,-0.8208
3764,menos que primaria,primaria,0,0,1,326.946,447.206,424.58,1,1,1,2,-2.248
3765,secundaria,secundaria,1,0,1,323.654,530.465,400.794,0,1,0,1,-2.391
3766,bachillerato,bachillerato,0,0,1,317.546,315.914,361.691,1,1,0,1,-0.7655
3767,bachillerato,bachillerato,0,0,1,391.032,399.252,387.219,1,1,0,1,-0.856
3768,menos que primaria,secundaria,0,1,1,433.852,501.768,469.242,1,1,1,0,-1.7834
3769,bachillerato tecnico,secundaria,0,0,1,311.203,361.613,408.849,1,1,0,0,0.9284
3770,bachillerato,bachillerato,1,0,1,410.62,447.771,380.876,1,1,1,2,-0.5447
3771,secundaria,secundaria,1,0,0,251.709,227.696,235.327,1,1,1,1,-2.208
3772,secundaria,secundaria,1,0,1,325.797,359.607,438.975,0,1,0,1,-2.2166
3773,primaria,primaria,0,0,1,372.088,376.087,397.014,0,1,0,1,-2.5622
3774,bachillerato tecnico,bachillerato tecnico,0,1,1,563.823,648.114,558.326,1,1,1,2,1.2594
3775,secundaria,bachillerato tecnico,1,1,1,474.951,519.226,494.621,0,1,1,0,0.0515
3776,secundaria,bachillerato,1,0,1,483.622,507.992,450.799,1,1,1,1,-0.7485
3777,bachillerato,primaria,1,0,1,486.296,457.391,450.771,0,1,1,3,-1.0496
3778,secundaria,secundaria,1,0,1,459.421,407.958,407.66,1,1,0,3,-1.8844
3779,bachillerato tecnico,secundaria,0,0,1,333.896,356.253,350.671,0,1,1,2,0.2647
3780,bachillerato,bachillerato tecnico,0,1,1,464.217,412.445,456.69,1,1,1,1,0.8638
3781,bachillerato,bachillerato,1,1,1,461.342,543.171,438.336,1,1,1,4,1.5494
3782,bachillerato tecnico,bachillerato tecnico,1,0,1,475.565,549.021,534.185,1,1,1,3,0.8902
3783,secundaria,menos que primaria,0,0,1,327.382,313.614,341.293,1,1,0,2,-2.1766
3784,bachillerato tecnico,bachillerato tecnico,0,0,1,438.348,416.749,423.435,1,1,1,4,0.3282
3785,bachillerato,bachillerato,0,0,1,388.886,384.021,403.817,1,1,1,2,-0.264
3786,primaria,primaria,0,0,0,323.98,231.696,279.991,0,0,0,0,-3.5714
3787,primaria,primaria,1,0,1,352.815,347.865,351.291,1,1,0,3,-2.6915
3788,bachillerato tecnico,bachillerato,1,0,1,406.28,392.685,433.501,0,1,0,1,0.0865
3789,bachillerato,bachillerato tecnico,0,1,1,469.528,390.772,482.956,0,1,1,1,0.1978
3790,menos que primaria,secundaria,1,0,1,406.329,365.316,444.986,1,1,1,1,-2.1341
3791,bachillerato,bachillerato,0,0,1,321.689,291.488,355.853,1,1,1,0,-0.9767
3792,bachillerato,bachillerato tecnico,1,1,1,401.695,412.347,405.247,1,1,1,4,-0.9319
3793,bachillerato,bachillerato,1,1,1,442.384,457.562,458.511,1,1,1,3,-0.6378
3794,bachillerato,secundaria,0,1,1,405.14,482.878,460.278,0,1,0,1,-1.3319
3795,bachillerato,bachillerato,1,1,1,427.201,521.601,509.154,1,1,1,1,0.7555
3796,secundaria,primaria,0,0,1,287.007,387.655,305.397,1,1,0,1,-1.9694
3797,bachillerato,bachillerato,0,1,1,545.684,532.434,525.638,0,1,1,6,-0.8443
3798,bachillerato tecnico,bachillerato,0,0,1,392.841,396.052,423.954,1,1,1,3,0.4668
3799,bachillerato,bachillerato,0,0,1,489.834,455.247,398.125,1,1,1,1,0.2059
3800,bachillerato,bachillerato,0,0,1,509.59,494.66,478.62,1,1,1,2,-0.97
3801,primaria,secundaria,0,0,1,386.86,371.377,369.472,1,1,1,2,-2.2206
3802,bachillerato tecnico,bachillerato tecnico,1,1,1,485.578,547.387,477.974,1,1,1,1,0.1998
3803,primaria,secundaria,1,1,1,329.349,332.494,326.809,1,1,1,3,-1.6947
3804,bachillerato,menos que primaria,0,0,1,443.966,450.676,446.251,0,1,0,1,-1.6396
3805,secundaria,bachillerato,0,0,1,373.474,374.845,388.307,1,1,1,1,-0.2669
3806,bachillerato tecnico,bachillerato tecnico,0,1,1,445.203,436.657,462.021,1,1,1,1,-0.2373
3807,bachillerato tecnico,bachillerato,0,1,1,448.573,456.137,508.777,1,1,1,2,-0.3883
3808,secundaria,bachillerato,1,0,1,344.836,430.881,373.577,0,1,0,3,-1.6102
3809,secundaria,bachillerato tecnico,0,0,1,399.223,374.851,400.844,1,1,1,0,-1.213
3810,bachillerato,secundaria,1,0,1,405.107,406.881,417.803,1,1,1,2,-1.6053
3811,bachillerato,bachillerato,1,0,1,355.667,388.281,384.89,0,1,0,1,-1.3269
3812,bachillerato tecnico,bachillerato tecnico,1,0,1,466.676,429.443,480.633,1,1,1,1,0.2859
3813,bachillerato tecnico,bachillerato,1,0,1,314.124,396.358,360.561,0,1,0,0,0.126
3814,bachillerato tecnico,bachillerato tecnico,0,1,1,355.605,403.479,396.216,1,1,1,2,1.0003
3815,bachillerato,bachillerato,1,0,1,311.402,322.973,338.943,0,1,0,0,-2.0974
3816,bachillerato,primaria,0,1,1,387.504,444.548,389.63,1,1,1,2,-0.1568
3817,bachillerato tecnico,bachillerato tecnico,0,0,1,370.205,436.125,378.195,1,1,1,1,0.9072
3818,bachillerato tecnico,primaria,1,0,0,436.405,430.376,399.541,1,1,1,0,-1.7375
3819,bachillerato,secundaria,0,0,1,318.875,320.952,338.62,1,1,0,1,-1.0651
3820,bachillerato,secundaria,1,1,1,224.524,264.967,214.388,1,1,0,1,0.1611
3821,bachillerato,bachillerato tecnico,0,1,1,379.835,378.71,412.304,1,1,1,3,1.2756
3822,primaria,primaria,0,0,1,356.816,357.772,430.038,0,1,1,1,-2.701
3823,secundaria,bachillerato,1,1,1,426.706,457.682,438.5,1,1,0,3,-1.3432
3824,bachillerato,bachillerato,1,1,1,392.491,473.535,363.524,0,1,0,1,-1.4654
3825,primaria,secundaria,1,1,1,367.93,411.949,407.096,0,1,1,1,-1.7291
3826,bachillerato tecnico,secundaria,1,1,1,417.819,458.203,478.405,0,1,1,1,-0.2831
3827,bachillerato tecnico,bachillerato tecnico,0,1,1,524.81,570.884,588.655,1,1,0,2,0.8976
3828,bachillerato tecnico,primaria,0,1,1,384.095,391.158,460.895,0,1,1,1,-1.0853
3829,bachillerato,bachillerato,0,1,1,362.274,286.92,410.498,1,1,1,0,0.1497
3830,secundaria,secundaria,1,1,1,350.123,393.504,389.43,1,1,1,1,-1.5339
3831,secundaria,bachillerato,0,0,1,400.152,385.773,432.407,1,1,1,1,0.0002
3832,secundaria,secundaria,1,0,1,461.816,479.876,424.411,0,1,0,0,-2.4327
3833,secundaria,bachillerato,0,0,1,326.135,344.596,367.333,1,1,0,0,-1.2465
3834,bachillerato tecnico,secundaria,0,0,1,352.717,396.65,364.699,1,1,1,2,-0.5126
3835,secundaria,primaria,1,0,1,398.615,353.982,374.815,1,1,1,1,-1.8125
3836,bachillerato,bachillerato,1,0,1,361.325,433.297,372.832,0,1,0,1,-1.6032
3837,primaria,primaria,1,1,1,350.289,437.597,481.265,1,1,1,1,-2.1079
3838,bachillerato,bachillerato,1,1,1,445.769,601.073,449.93,1,1,1,1,-0.3512
3839,bachillerato,primaria,0,0,0,354.127,378.363,377.813,1,1,0,2,-1.7414
3840,bachillerato tecnico,bachillerato tecnico,1,0,1,403.421,507.236,433.595,0,1,1,1,1.6742
3841,bachillerato tecnico,secundaria,1,1,1,442.497,446.931,486.808,0,1,0,2,-1.4912
3842,secundaria,bachillerato tecnico,0,1,1,392.184,396.087,389.781,1,1,1,3,0.2927
3843,bachillerato,bachillerato,0,0,1,338.941,311.85,391.288,1,1,1,0,-0.7599
3844,secundaria,secundaria,0,0,0,298.147,297.291,350.443,1,1,1,1,-0.9125
3845,bachillerato tecnico,bachillerato tecnico,0,1,1,508.418,581.305,526.729,1,1,1,2,0.456
3846,secundaria,secundaria,0,0,1,347.016,390.111,409.242,0,1,1,2,-2.1014
3847,bachillerato tecnico,bachillerato tecnico,1,1,1,515.816,565.106,570.289,1,1,1,3,0.8145
3848,menos que primaria,menos que primaria,0,0,1,492.409,503.29,504.105,0,1,1,1,-2.3279
3849,bachillerato,secundaria,0,0,0,248.879,270.411,323.415,1,1,0,1,-1.506
3850,bachillerato tecnico,bachillerato tecnico,1,0,1,446.219,518.816,519.912,0,1,1,3,0.8632
3851,bachillerato tecnico,secundaria,1,0,1,490.792,465.311,471.986,1,1,1,3,-0.4358
3852,bachillerato tecnico,bachillerato,0,0,1,393.675,400.305,475.187,1,1,1,3,0.5366
3853,secundaria,secundaria,0,1,1,513.561,620.783,520.079,1,0,0,1,-1.592
3854,bachillerato tecnico,primaria,1,1,1,441.707,508.792,493.976,1,1,1,1,0.4103
3855,bachillerato,secundaria,0,1,1,256.702,270.911,307.376,0,1,1,1,-0.1478
3856,bachillerato tecnico,secundaria,0,0,1,386.642,437.248,448.003,1,1,0,3,-0.1931
3857,secundaria,bachillerato,1,0,1,398.752,447.822,412.845,1,1,0,1,-1.0274
3858,bachillerato,bachillerato,0,0,1,405.195,464.456,417.354,0,1,1,2,0.3737
