educacion_madre,educacion_padre,genero,computadora,internet,matematicas,comprension_lectora,ciencias,cuarto_propio,television,auto,libros,indice_socioeconomico,matematicasCategoria,comprension_lectoraCategoria,cienciasCategoria,indice_socioeconomicoCategoria,rendimiento_general,rendimiento_general_categoria,id_alumno
3,3,0,0,0,302.953,322.022,337.813,0,1,1,0,-0.953,Bajo,Medio,Medio,Medio,320.929,Bajo,7520
0,3,0,0,0,246.182,258.145,267.821,1,1,0,1,-1.932,Bajo,Bajo,Bajo,Medio,257.383,Bajo,7521
3,3,0,0,1,347.884,340.903,274.766,0,1,0,0,-2.002,Medio,Medio,Bajo,Bajo,321.184,Bajo,7522
2,2,0,0,0,298.949,280.07,285.773,0,1,1,0,-2.189,Bajo,Bajo,Bajo,Bajo,288.264,Bajo,7523
3,4,0,1,1,296.458,333.755,312.672,1,1,0,3,0.994,Bajo,Medio,Medio,Alto,314.296,Bajo,7524
3,4,0,0,1,327.593,278.484,313.41,0,1,1,1,0.201,Bajo,Bajo,Medio,Alto,306.495,Bajo,7525
4,3,1,0,1,304.941,361.942,287.608,0,1,0,0,-1.45,Bajo,Medio,Bajo,Medio,318.163,Bajo,7526
3,4,0,0,0,346.134,305.66,319.935,1,1,1,1,0.58,Bajo,Bajo,Medio,Alto,323.91,Bajo,7527
2,3,0,0,0,315.846,351.903,274.836,0,1,1,2,-1.404,Bajo,Medio,Bajo,Medio,314.196,Bajo,7528
4,4,0,0,1,239.921,275.96,247.752,1,1,0,0,-0.351,Bajo,Bajo,Bajo,Bajo,254.544,Bajo,7529
3,1,0,0,0,306.573,293.075,349.491,1,1,0,1,-1.818,Bajo,Bajo,Medio,Medio,316.379,Bajo,7530
3,3,0,0,1,310.718,260.672,345.479,0,1,1,1,-1.297,Bajo,Bajo,Medio,Bajo,305.623,Bajo,7531
1,2,1,0,1,297.819,320.514,345.063,0,0,0,2,-2.187,Bajo,Medio,Medio,Bajo,321.132,Bajo,7532
2,3,1,0,0,310.183,307.005,333.972,0,1,0,0,-2.685,Bajo,Bajo,Medio,Bajo,317.053,Bajo,7533
3,3,0,0,0,198.418,193.07,305.901,0,1,1,0,-1.218,Bajo,Bajo,Bajo,Bajo,232.463,Bajo,7534
4,4,0,0,1,231.791,273.003,258.55,1,1,0,0,-0.172,Bajo,Bajo,Bajo,Bajo,254.448,Bajo,7535
2,2,0,0,1,332.485,314.976,272.841,0,1,0,1,-2.135,Bajo,Bajo,Bajo,Bajo,306.768,Bajo,7536
2,3,0,0,1,320.703,325.283,312.879,0,1,0,1,-0.556,Bajo,Medio,Bajo,Bajo,319.622,Bajo,7537
2,2,0,0,0,318.953,346.581,294.142,1,1,0,1,-2.017,Bajo,Medio,Bajo,Bajo,319.892,Bajo,7538
2,2,0,0,0,353.274,289.573,313.866,0,1,0,0,-2.687,Medio,Bajo,Medio,Bajo,318.904,Bajo,7539
3,2,1,0,0,314.974,234.574,284.813,0,1,0,3,-2.789,Bajo,Bajo,Bajo,Bajo,278.121,Bajo,7540
1,2,0,0,0,315.251,262.845,354.999,1,1,0,1,-2.589,Bajo,Bajo,Medio,Bajo,311.031,Bajo,7541
3,2,1,0,0,280.552,251.82,261.027,0,1,0,0,-2.082,Bajo,Bajo,Bajo,Bajo,264.466,Bajo,7542
3,3,1,0,0,274.579,311.279,221.924,0,1,0,1,-1.749,Bajo,Bajo,Bajo,Medio,269.26,Bajo,7543
2,3,0,0,0,215.018,226.822,188.715,1,0,1,1,0.038,Bajo,Bajo,Bajo,Alto,210.185,Bajo,7544
1,3,0,0,0,243.348,258.62,267.075,1,1,0,0,-2.07,Bajo,Bajo,Bajo,Medio,256.348,Bajo,7545
4,0,0,0,0,288.21,358.451,321.68,0,1,0,3,-1.809,Bajo,Medio,Medio,Medio,322.781,Bajo,7546
1,1,0,0,1,252.457,330.612,328.076,0,1,0,0,-3.503,Bajo,Medio,Medio,Bajo,303.715,Bajo,7547
2,2,1,0,0,315.769,368.857,257.082,0,1,0,1,-2.136,Bajo,Medio,Bajo,Bajo,313.903,Bajo,7548
2,3,0,0,0,262.37,266.936,254.273,0,1,1,1,-0.207,Bajo,Bajo,Bajo,Alto,261.193,Bajo,7549
3,3,0,0,1,291.306,252.211,242.975,1,1,0,3,-1.009,Bajo,Bajo,Bajo,Medio,262.164,Bajo,7550
1,1,1,0,0,327.242,328.219,302.746,0,1,0,0,-1.84,Bajo,Medio,Bajo,Medio,319.403,Bajo,7551
3,3,0,0,1,298.767,281.277,264.166,0,1,0,1,-0.753,Bajo,Bajo,Bajo,Alto,281.404,Bajo,7552
3,3,0,0,1,339.171,248.189,325.555,0,1,0,1,-1.353,Medio,Bajo,Medio,Medio,304.305,Bajo,7553
3,3,0,0,1,264.638,268.032,272.855,0,1,1,0,-0.647,Bajo,Bajo,Bajo,Bajo,268.508,Bajo,7554
4,3,0,0,1,286.414,319.598,331.313,0,1,1,0,-1.405,Bajo,Medio,Medio,Alto,312.442,Bajo,7555
0,4,0,0,0,254.674,254.035,272.456,1,1,0,2,-1.369,Bajo,Bajo,Bajo,Medio,260.388,Bajo,7556
4,3,0,0,1,285.493,321.804,303.156,1,1,1,1,0.115,Bajo,Medio,Bajo,Alto,303.484,Bajo,7557
4,3,1,0,1,286.635,342.847,265.913,0,1,0,0,-1.132,Bajo,Medio,Bajo,Medio,298.465,Bajo,7558
2,1,1,0,1,282.111,327.3,322.457,0,0,0,0,-2.351,Bajo,Medio,Medio,Bajo,310.622,Bajo,7559
3,3,1,0,0,278.459,301.542,332.01,0,1,1,1,-1.213,Bajo,Bajo,Medio,Bajo,304.004,Bajo,7560
3,2,1,0,0,311.058,232.759,281.595,0,1,0,0,-2.32,Bajo,Bajo,Bajo,Bajo,275.137,Bajo,7561
2,2,1,0,0,231.588,254.507,266.616,0,0,0,1,-0.478,Bajo,Bajo,Bajo,Medio,250.903,Bajo,7562
1,3,1,0,1,330.32,334.564,241.852,0,1,0,1,-1.561,Bajo,Medio,Bajo,Medio,302.245,Bajo,7563
1,3,1,0,0,285.964,276.399,317.464,0,0,0,0,-2.246,Bajo,Bajo,Bajo,Bajo,293.276,Bajo,7564
2,2,0,0,0,301.949,311.907,291.093,1,1,0,1,-2.533,Bajo,Bajo,Bajo,Bajo,301.65,Bajo,7565
4,4,0,0,1,321.056,347.899,297.208,1,1,1,2,-1.126,Bajo,Medio,Bajo,Medio,322.055,Bajo,7566
3,3,0,1,1,324.345,303.268,315.681,0,1,0,0,-0.756,Bajo,Bajo,Medio,Medio,314.432,Bajo,7567
3,3,1,0,0,307.215,187.437,295.815,1,1,1,1,-1.42,Bajo,Bajo,Bajo,Medio,263.489,Bajo,7568
1,0,1,0,0,323.032,291.98,344.395,1,1,0,0,-2.174,Bajo,Bajo,Medio,Bajo,319.802,Bajo,7569
4,3,0,0,0,317.008,362.194,258.423,0,1,1,2,-0.605,Bajo,Medio,Bajo,Alto,312.542,Bajo,7570
3,3,1,0,1,320.17,284.364,310.508,1,1,0,0,-0.274,Bajo,Bajo,Medio,Bajo,305.013,Bajo,7571
2,1,1,0,0,296.583,317.332,278.83,0,1,0,2,-2.105,Bajo,Bajo,Bajo,Bajo,297.582,Bajo,7572
4,4,0,0,1,301.791,258.769,328.465,1,1,1,1,-0.409,Bajo,Bajo,Medio,Alto,296.342,Bajo,7573
2,2,0,0,0,331.317,272.204,353.625,0,1,0,0,-2.307,Bajo,Bajo,Medio,Bajo,319.049,Bajo,7574
2,1,0,0,1,283.577,327.449,324.522,0,1,0,0,-2.424,Bajo,Medio,Medio,Bajo,311.849,Bajo,7575
4,4,0,0,0,258.845,391.925,298.176,0,1,0,0,-0.401,Bajo,Medio,Bajo,Medio,316.315,Bajo,7576
4,3,0,0,1,291.281,273.832,260.513,1,1,0,2,-0.223,Bajo,Bajo,Bajo,Medio,275.208,Bajo,7577
3,3,0,0,1,291.899,312.368,326.633,1,1,0,1,-1.418,Bajo,Bajo,Medio,Bajo,310.3,Bajo,7578
4,2,0,0,1,307.818,335.017,322.033,0,1,0,0,-1.287,Bajo,Medio,Medio,Bajo,321.622,Bajo,7579
3,2,1,0,1,288.616,279.792,238.739,0,1,1,0,-1.034,Bajo,Bajo,Bajo,Medio,269.049,Bajo,7580
4,5,0,0,0,260.168,390.881,296.636,1,1,0,0,-0.233,Bajo,Medio,Bajo,Medio,315.895,Bajo,7581
3,3,0,0,0,287.153,307.095,322.607,0,1,1,2,-2.171,Bajo,Bajo,Medio,Medio,305.618,Bajo,7582
4,3,0,0,1,283.956,314.504,266.344,0,1,0,1,-1.637,Bajo,Bajo,Bajo,Bajo,288.268,Bajo,7583
4,3,0,0,1,263.138,384.622,309.71,1,1,0,1,0.275,Bajo,Medio,Bajo,Alto,319.157,Bajo,7584
3,3,1,0,0,306.815,311.043,313.729,0,1,0,0,-2.251,Bajo,Bajo,Medio,Bajo,310.529,Bajo,7585
2,3,0,0,0,285.293,337.993,322.292,0,1,0,1,-1.949,Bajo,Medio,Medio,Bajo,315.193,Bajo,7586
3,3,0,0,0,284.662,305.846,295.743,0,1,1,2,-0.155,Bajo,Bajo,Bajo,Alto,295.417,Bajo,7587
3,1,0,0,0,341.885,309.324,293.552,0,1,0,1,-3.126,Bajo,Bajo,Bajo,Bajo,314.92,Bajo,7588
4,3,0,0,1,262.873,385.36,314.009,0,1,1,1,0.202,Bajo,Medio,Medio,Alto,320.747,Bajo,7589
3,2,0,0,0,313.419,235.337,282.866,0,1,0,3,-2.634,Bajo,Bajo,Bajo,Bajo,277.208,Bajo,7590
3,3,0,0,1,298.139,284.973,275.396,1,1,0,1,-0.504,Bajo,Bajo,Bajo,Medio,286.169,Bajo,7591
3,3,1,0,1,233.473,280.249,312.174,0,1,1,2,-1.251,Bajo,Bajo,Medio,Medio,275.299,Bajo,7592
3,3,0,0,1,330.282,291.718,344.924,0,1,0,1,-1.848,Bajo,Bajo,Medio,Bajo,322.308,Bajo,7593
2,3,0,0,0,264.095,264.992,254.967,0,1,0,1,-0.655,Bajo,Bajo,Bajo,Alto,261.351,Bajo,7594
3,3,0,0,1,313.564,233.535,274.703,1,0,1,0,-0.523,Bajo,Bajo,Bajo,Medio,273.934,Bajo,7595
3,2,0,0,0,315.975,236.164,282.804,0,1,0,3,-2.715,Bajo,Bajo,Bajo,Bajo,278.315,Bajo,7596
2,2,1,0,0,333.399,263.135,309.352,0,1,0,1,-2.962,Bajo,Bajo,Bajo,Bajo,301.962,Bajo,7597
2,2,1,0,1,358.238,309.684,297.128,0,1,0,1,-3.031,Medio,Bajo,Bajo,Bajo,321.684,Bajo,7598
2,3,0,0,0,328.698,308.215,281.928,0,1,0,1,-2.378,Bajo,Bajo,Bajo,Bajo,306.281,Bajo,7599
3,4,0,0,1,323.883,347.078,297.301,1,1,1,1,-1.085,Bajo,Medio,Bajo,Medio,322.754,Bajo,7600
2,3,0,0,0,319.35,365.981,262.294,0,1,0,0,-1.513,Bajo,Medio,Bajo,Medio,315.875,Bajo,7601
0,2,0,0,1,275.876,266.813,336.622,1,1,0,0,-0.851,Bajo,Bajo,Medio,Alto,293.104,Bajo,7602
3,3,0,0,0,284.041,305.935,324.077,1,1,1,1,-2.213,Bajo,Bajo,Medio,Bajo,304.684,Bajo,7603
4,5,0,0,0,305.648,285.275,325.71,0,1,1,3,-0.338,Bajo,Bajo,Medio,Alto,305.544,Bajo,7604
2,2,0,0,0,338.884,267.469,340.898,0,1,0,1,-0.037,Medio,Bajo,Medio,Alto,315.75,Bajo,7605
2,3,0,0,1,293.233,304.437,300.806,0,1,0,1,-2.078,Bajo,Bajo,Bajo,Bajo,299.492,Bajo,7606
2,2,0,0,1,269.833,272.866,232.823,0,1,0,1,-2.405,Bajo,Bajo,Bajo,Bajo,258.508,Bajo,7607
3,3,0,0,0,324.395,272.284,278.491,1,1,0,1,-1.728,Bajo,Bajo,Bajo,Medio,291.723,Bajo,7608
2,3,0,0,0,319.879,350.478,270.497,0,1,1,2,-1.366,Bajo,Medio,Bajo,Medio,313.618,Bajo,7609
3,0,0,0,0,264.588,300.895,279.883,0,1,0,0,-1.566,Bajo,Bajo,Bajo,Medio,281.788,Bajo,7610
3,3,0,0,1,285.363,327.292,340.918,0,1,1,0,-0.025,Bajo,Medio,Medio,Alto,317.858,Bajo,7611
3,4,0,1,1,322.752,279.631,332.019,1,1,0,1,-0.988,Bajo,Bajo,Medio,Medio,311.467,Bajo,7612
2,3,0,0,0,205.205,189.786,159.932,1,0,1,0,-2.193,Bajo,Bajo,Bajo,Bajo,184.975,Bajo,7613
1,2,1,0,0,317.696,278.564,296.877,1,1,0,1,-2.27,Bajo,Bajo,Bajo,Bajo,297.713,Bajo,7614
3,4,0,0,1,320.875,325.636,313.205,1,1,0,1,-0.571,Bajo,Medio,Medio,Medio,319.905,Bajo,7615
3,2,0,0,1,332.258,306.118,278.019,0,1,0,1,-2.36,Bajo,Bajo,Bajo,Bajo,305.465,Bajo,7616
3,3,1,0,1,290.116,304.876,299.554,0,1,0,0,-1.669,Bajo,Bajo,Bajo,Medio,298.182,Bajo,7617
2,2,0,0,1,351.097,283.343,325.124,0,1,1,1,-1.837,Medio,Bajo,Medio,Medio,319.855,Bajo,7618
2,1,1,0,0,263.178,228.013,297.024,1,0,0,0,-2.347,Bajo,Bajo,Bajo,Bajo,262.738,Bajo,7619
3,3,0,0,0,273.148,272.169,295.54,0,1,0,0,-1.389,Bajo,Bajo,Bajo,Alto,280.285,Bajo,7620
2,2,0,0,0,338.783,252.083,319.694,0,1,0,0,-2.749,Medio,Bajo,Medio,Bajo,303.52,Bajo,7621
3,4,0,0,0,339.792,279.455,340.564,0,0,0,0,-1.485,Medio,Bajo,Medio,Medio,319.937,Bajo,7622
1,2,0,0,0,325.554,291.5,286.762,1,1,1,1,-1.68,Bajo,Bajo,Bajo,Medio,301.271,Bajo,7623
4,5,0,0,0,341.692,274.897,346.089,0,0,0,1,-0.521,Medio,Bajo,Medio,Medio,320.893,Bajo,7624
3,0,0,0,0,290.347,356.21,321.927,0,1,0,2,-2.079,Bajo,Medio,Medio,Medio,322.828,Bajo,7625
4,3,1,0,0,290.976,289.621,333.328,0,1,1,2,-0.558,Bajo,Bajo,Medio,Medio,304.642,Bajo,7626
2,3,0,0,1,370.99,251.712,340.345,0,0,0,1,-1.635,Medio,Bajo,Medio,Medio,321.016,Bajo,7627
3,4,0,0,1,326.544,273.716,275.312,1,1,1,0,0.186,Bajo,Bajo,Bajo,Alto,291.857,Bajo,7628
2,0,0,0,1,296.441,194.413,248.601,1,1,0,4,-2.52,Bajo,Bajo,Bajo,Bajo,246.485,Bajo,7629
3,4,0,1,1,254.795,294.151,275.906,1,1,0,0,-0.903,Bajo,Bajo,Bajo,Medio,274.95,Bajo,7630
4,4,1,0,1,302.269,267.512,321.655,0,1,0,1,-0.172,Bajo,Bajo,Medio,Alto,297.145,Bajo,7631
1,2,0,0,1,257.652,329.556,333.043,1,1,0,0,-2.812,Bajo,Medio,Medio,Bajo,306.75,Bajo,7632
2,4,1,0,0,226.322,236.286,247.816,1,1,1,1,-1.653,Bajo,Bajo,Bajo,Medio,236.808,Bajo,7633
2,4,1,0,0,221.317,237.269,246.77,1,1,1,1,-1.277,Bajo,Bajo,Bajo,Medio,235.118,Bajo,7634
2,2,1,0,1,331.044,281.348,333.03,0,1,0,2,-2.563,Bajo,Bajo,Medio,Bajo,315.141,Bajo,7635
3,3,0,0,1,339.689,253.23,319.509,0,1,0,0,-2.203,Medio,Bajo,Medio,Bajo,304.143,Bajo,7636
4,4,1,0,0,284.964,302.119,213.291,1,1,1,0,-1.328,Bajo,Bajo,Bajo,Medio,266.791,Bajo,7637
2,2,1,0,0,189.855,296.527,229.414,0,1,1,1,-1.89,Bajo,Bajo,Bajo,Bajo,238.599,Bajo,7638
3,4,0,0,0,302.599,325.386,324.2,1,1,0,0,-1.769,Bajo,Medio,Medio,Medio,317.395,Bajo,7639
3,0,0,0,0,312.13,258.004,350.293,1,0,0,1,-0.265,Bajo,Bajo,Medio,Alto,306.809,Bajo,7640
4,3,0,0,0,279.824,277.272,318.608,0,0,0,1,-0.605,Bajo,Bajo,Medio,Bajo,291.902,Bajo,7641
4,4,0,0,1,302.207,258.928,329.362,1,1,1,1,-0.141,Bajo,Bajo,Medio,Alto,296.832,Bajo,7642
3,3,0,0,1,296.08,344.399,297.722,1,1,0,2,-1.193,Bajo,Medio,Bajo,Medio,312.734,Bajo,7643
3,1,1,0,0,332.343,269.522,353.17,0,1,0,1,-2.192,Bajo,Bajo,Medio,Bajo,318.345,Bajo,7644
4,2,0,0,1,264.233,320.883,277.734,1,0,1,2,-0.285,Bajo,Medio,Bajo,Alto,287.616,Bajo,7645
2,3,0,0,0,337.459,245.675,328.759,0,1,0,1,-1.929,Medio,Bajo,Medio,Bajo,303.965,Bajo,7646
3,3,0,0,1,293.949,307.279,360.576,1,1,1,2,0.033,Bajo,Bajo,Medio,Alto,320.601,Bajo,7647
3,3,1,0,1,264.911,383.745,309.631,0,1,0,3,-0.49,Bajo,Medio,Bajo,Bajo,319.429,Bajo,7648
4,4,0,0,0,284.764,298.936,297.825,0,1,1,3,-0.499,Bajo,Bajo,Bajo,Alto,293.842,Bajo,7649
3,3,0,0,0,285.667,222.447,307.197,1,1,1,1,-0.599,Bajo,Bajo,Bajo,Medio,271.771,Bajo,7650
1,3,0,0,0,220.381,219.078,154.978,1,0,1,0,-0.595,Bajo,Bajo,Bajo,Bajo,198.145,Bajo,7651
3,3,0,0,1,327.534,302.751,341.641,1,1,1,2,-0.878,Bajo,Bajo,Medio,Medio,323.976,Bajo,7652
2,2,0,0,0,285.925,305.911,270.827,0,1,0,1,-0.633,Bajo,Bajo,Bajo,Bajo,287.554,Bajo,7653
2,2,1,0,0,302.205,333.6,269.263,0,1,0,1,-1.136,Bajo,Medio,Bajo,Bajo,301.689,Bajo,7654
1,2,1,0,0,259.143,247.064,280.608,0,1,0,0,-3.26,Bajo,Bajo,Bajo,Bajo,262.272,Bajo,7655
4,4,1,0,0,308.22,281.729,327.345,1,1,0,3,-0.101,Bajo,Bajo,Medio,Alto,305.765,Bajo,7656
4,4,0,0,1,266.039,203.509,262.711,0,1,1,1,-0.436,Bajo,Bajo,Bajo,Medio,244.087,Bajo,7657
2,3,1,0,1,289.331,317.315,291.127,1,1,0,0,-1.029,Bajo,Bajo,Bajo,Medio,299.258,Bajo,7658
3,4,0,0,0,314.333,300.832,315.361,0,1,0,0,-0.159,Bajo,Bajo,Medio,Alto,310.175,Bajo,7659
4,3,0,0,0,265.736,295.857,285.87,0,1,0,0,-0.855,Bajo,Bajo,Bajo,Medio,282.488,Bajo,7660
2,3,0,0,1,291.988,350.128,320.714,0,1,0,0,-1.229,Bajo,Medio,Medio,Medio,320.943,Bajo,7661
4,4,0,0,1,319.24,318.197,328.549,0,1,0,1,-0.845,Bajo,Bajo,Medio,Bajo,321.995,Bajo,7662
3,1,0,0,0,297.24,320.268,257.173,0,1,0,1,-1.946,Bajo,Bajo,Bajo,Bajo,291.56,Bajo,7663
4,3,0,0,0,301.926,312.812,296.798,0,1,1,0,-1.76,Bajo,Bajo,Bajo,Medio,303.845,Bajo,7664
4,2,0,0,1,263.09,325.362,272.361,0,1,1,1,-0.571,Bajo,Medio,Bajo,Medio,286.938,Bajo,7665
3,3,0,0,1,296.612,344.873,296.158,1,1,0,2,-1.045,Bajo,Medio,Bajo,Bajo,312.548,Bajo,7666
1,2,1,0,1,342.537,303.601,309.878,0,1,0,1,-2.559,Medio,Bajo,Bajo,Bajo,318.672,Bajo,7667
2,2,0,0,0,321.566,334.539,312.917,1,1,1,3,-2.294,Bajo,Medio,Medio,Bajo,323.007,Bajo,7668
2,4,1,0,0,316.819,285.99,344.735,0,1,0,1,-1.609,Bajo,Bajo,Medio,Medio,315.848,Bajo,7669
3,4,0,0,1,326.809,321.192,312.191,0,1,0,1,-0.015,Bajo,Medio,Medio,Alto,320.064,Bajo,7670
3,4,0,0,0,309.71,264.203,220.1,0,1,0,1,-1.783,Bajo,Bajo,Bajo,Bajo,264.671,Bajo,7671
4,3,0,0,0,286.181,277.006,319.557,0,1,1,1,-1.917,Bajo,Bajo,Medio,Medio,294.248,Bajo,7672
3,1,1,0,1,284.198,318.549,346.993,0,1,0,1,-1.531,Bajo,Medio,Medio,Bajo,316.58,Bajo,7673
3,4,0,0,0,286.613,302.281,291.494,0,1,1,0,-1.472,Bajo,Bajo,Bajo,Bajo,293.463,Bajo,7674
3,4,0,0,1,330.746,276.925,327.463,1,1,1,5,-0.973,Bajo,Bajo,Medio,Medio,311.711,Bajo,7675
1,0,0,0,0,281.792,204.603,227.629,1,1,0,2,-3.161,Bajo,Bajo,Bajo,Bajo,238.008,Bajo,7676
3,3,1,0,0,306.294,318.167,314.857,0,1,0,0,-2.109,Bajo,Bajo,Medio,Bajo,313.106,Bajo,7677
3,4,0,0,1,298.987,336.62,315.658,0,0,0,2,-0.895,Bajo,Medio,Medio,Bajo,317.088,Bajo,7678
4,3,0,0,1,277.688,301.232,363.408,0,1,0,2,-1.022,Bajo,Bajo,Medio,Medio,314.11,Bajo,7679
3,2,1,0,1,282.393,321.103,348.085,0,1,0,1,-1.831,Bajo,Medio,Medio,Bajo,317.193,Bajo,7680
2,1,1,0,1,284.651,323.551,326.434,0,1,0,0,-2.501,Bajo,Medio,Medio,Bajo,311.545,Bajo,7681
1,3,1,0,1,262.077,341.316,285.17,1,1,0,0,-1.628,Bajo,Medio,Bajo,Medio,296.188,Bajo,7682
4,3,1,0,1,277.399,305.272,338.924,0,1,1,2,-0.097,Bajo,Bajo,Medio,Medio,307.198,Bajo,7683
2,4,0,0,0,311.076,300.656,323.716,0,1,1,1,-0.594,Bajo,Bajo,Medio,Bajo,311.816,Bajo,7684
3,3,0,0,1,271.726,262.051,268.541,0,1,0,0,-1.551,Bajo,Bajo,Bajo,Medio,267.439,Bajo,7685
4,3,1,0,1,286.926,339.1,266.93,0,1,0,0,-1.8,Bajo,Medio,Bajo,Medio,297.652,Bajo,7686
3,3,0,1,1,301.365,342.306,295.999,1,1,1,2,-0.687,Bajo,Medio,Bajo,Bajo,313.224,Bajo,7687
3,3,1,0,1,345.174,243.337,337.743,0,1,1,1,-0.676,Medio,Bajo,Medio,Medio,308.751,Bajo,7688
3,0,1,0,0,292.883,283.35,277.082,1,1,0,1,-0.73,Bajo,Bajo,Bajo,Medio,284.438,Bajo,7689
3,2,0,0,0,322.625,260.047,366.774,0,0,0,1,-2.59,Bajo,Bajo,Medio,Bajo,316.482,Bajo,7690
2,3,0,0,1,310.991,261.183,376.465,0,1,0,3,-1.679,Bajo,Bajo,Medio,Bajo,316.213,Bajo,7691
3,3,0,0,1,326.008,330.283,305.842,0,1,0,0,-1.87,Bajo,Medio,Bajo,Medio,320.711,Bajo,7692
3,1,0,0,0,289.764,356.244,322.64,0,1,0,2,-1.864,Bajo,Medio,Medio,Medio,322.883,Bajo,7693
3,3,0,0,1,269.266,257.551,264.221,0,1,1,0,-1.186,Bajo,Bajo,Bajo,Bajo,263.679,Bajo,7694
1,2,0,0,1,252.59,337.438,284.116,1,1,0,0,-2.175,Bajo,Medio,Bajo,Bajo,291.381,Bajo,7695
2,3,1,0,0,252.498,250.084,296.673,1,1,0,0,-2.534,Bajo,Bajo,Bajo,Bajo,266.418,Bajo,7696
3,3,0,0,0,292.386,280.595,330.349,0,1,0,1,-0.863,Bajo,Bajo,Medio,Bajo,301.109,Bajo,7697
3,3,0,0,1,313.271,278.827,308.36,1,1,0,2,0.213,Bajo,Bajo,Bajo,Alto,300.153,Bajo,7698
2,2,1,0,0,315.335,367.44,256.169,0,1,0,2,-2.273,Bajo,Medio,Bajo,Bajo,312.982,Bajo,7699
3,0,0,0,1,279.749,335.304,342.886,0,1,0,0,-1.65,Bajo,Medio,Medio,Medio,319.313,Bajo,7700
2,2,0,0,1,318.936,318.584,305.389,0,1,0,1,-1.468,Bajo,Medio,Bajo,Bajo,314.303,Bajo,7701
3,3,1,0,0,262.136,224.867,235.885,1,1,1,0,-1.986,Bajo,Bajo,Bajo,Bajo,240.963,Bajo,7702
3,3,1,0,1,288.679,320.486,328.56,0,1,0,0,-2.101,Bajo,Medio,Medio,Bajo,312.575,Bajo,7703
3,2,0,0,0,219.226,255.892,238.066,0,1,1,1,-2.035,Bajo,Bajo,Bajo,Bajo,237.728,Bajo,7704
2,2,1,0,0,292.102,366.486,268.332,0,1,0,0,-2.899,Bajo,Medio,Bajo,Bajo,308.973,Bajo,7705
3,3,0,0,0,320.039,350.235,277.817,0,1,1,2,-0.588,Bajo,Medio,Bajo,Medio,316.03,Bajo,7706
2,3,0,0,1,363.79,260.266,336.219,1,1,0,1,-1.886,Medio,Bajo,Medio,Medio,320.092,Bajo,7707
3,3,0,0,0,331.614,299.731,329.258,0,1,0,1,-1.995,Bajo,Bajo,Medio,Bajo,320.201,Bajo,7708
2,2,1,0,0,325.816,336.062,307.364,1,1,1,1,-2.514,Bajo,Medio,Bajo,Bajo,323.08,Bajo,7709
3,2,1,0,1,316.142,326.643,295.452,0,0,0,0,-2.256,Bajo,Medio,Bajo,Bajo,312.745,Bajo,7710
1,3,1,0,1,259.591,339.313,284.229,1,1,0,0,-1.45,Bajo,Medio,Bajo,Bajo,294.378,Bajo,7711
2,3,1,0,0,309.009,234.818,297.997,1,1,0,0,-2.572,Bajo,Bajo,Bajo,Bajo,280.608,Bajo,7712
3,0,0,0,1,288.012,319.395,346.719,0,1,0,1,-2.252,Bajo,Medio,Medio,Bajo,318.042,Bajo,7713
3,4,0,0,1,326.258,344.291,293.515,0,1,0,1,-0.934,Bajo,Medio,Bajo,Medio,321.354,Bajo,7714
2,2,0,0,0,269.103,296.939,302.767,0,1,0,1,-2.223,Bajo,Bajo,Bajo,Alto,289.602,Bajo,7715
3,2,0,0,1,258.73,363.51,325.002,0,1,0,2,-0.26,Bajo,Medio,Medio,Medio,315.747,Bajo,7716
4,4,0,0,1,280.954,232.009,403.115,1,1,0,2,0.2,Bajo,Bajo,Medio,Alto,305.359,Bajo,7717
3,3,0,0,0,292.94,331.326,283.563,0,1,0,0,-0.823,Bajo,Medio,Bajo,Alto,302.609,Bajo,7718
4,4,1,0,1,301.286,343.361,297.381,1,1,0,2,-0.97,Bajo,Medio,Bajo,Medio,314.01,Bajo,7719
1,3,1,0,0,285.736,275.728,315.932,0,0,0,0,-2.199,Bajo,Bajo,Bajo,Bajo,292.465,Bajo,7720
2,2,1,0,1,294.03,288.306,299.356,0,1,0,2,-2.399,Bajo,Bajo,Bajo,Bajo,293.898,Bajo,7721
2,2,1,0,0,227.508,259.168,242.671,0,1,1,1,-2.111,Bajo,Bajo,Bajo,Bajo,243.115,Bajo,7722
2,3,0,0,1,336.292,324.41,262.074,1,1,0,0,-1.519,Bajo,Medio,Bajo,Medio,307.592,Bajo,7723
3,3,0,0,0,260.686,314.603,281.724,1,1,0,1,-2.042,Bajo,Bajo,Bajo,Bajo,285.671,Bajo,7724
2,4,1,0,0,289.749,235.021,228.808,1,1,0,0,-1.965,Bajo,Bajo,Bajo,Medio,251.192,Bajo,7725
2,3,0,1,1,201.659,258.104,242.072,0,1,1,0,-1.529,Bajo,Bajo,Bajo,Medio,233.945,Bajo,7726
3,3,1,0,1,271.699,380.562,311.092,0,1,1,1,-0.594,Bajo,Medio,Medio,Bajo,321.118,Bajo,7727
2,4,0,0,0,308.23,289.046,332.584,1,1,1,1,-0.718,Bajo,Bajo,Medio,Alto,309.954,Bajo,7728
3,3,0,0,0,292.2,331.105,283.701,0,1,0,0,-1.092,Bajo,Medio,Bajo,Alto,302.335,Bajo,7729
4,4,0,0,1,280.992,317.815,271.748,1,1,1,1,-1.085,Bajo,Bajo,Bajo,Medio,290.185,Bajo,7730
